row_id,article_id,claim_id,claim,binary_label_name,original_verdict,normalised_rating,organisation,date_published,financial_matches,finance_term_count,word_count,url,finance_relevant,label_valid,standalone_claim,audit_notes,verdict,claim_normalised,pure_binary_label,financial_matches_list,financial_match_set
43988,25297,43816,"""The volume of Georgia's debt has increased.""",genuine,true,true,Grass Fact Check,2015-03-20T00:00:00,['debt'],1,7,https://factcheck.ge/en/story/16730-the-volume-of-georgia-s-debt-has-increased,,,,,true,the volume of georgia s debt has increased,genuine,['debt'],{'debt'}
43992,25295,43820,"""There was a 30% decrease in exports in January. The trend of the decrease in exports started approximately in August of last year.""",genuine,true,true,Grass Fact Check,2015-02-23T00:00:00,['trade'],1,23,https://factcheck.ge/en/story/16424-there-was-a-30-decrease-in-exports-in-january-the-trend-of-the-decrease-in-exports-started-approximately-in-august-of-last-year,,,,,true,there was a 30 decrease in exports in january the trend of the decrease in exports started approximately in august of last year,genuine,['trade'],{'trade'}
44022,25363,43850,"The Georgian Dream came to power with a promise to halve utility prices. However, the electricity tariff has increased instead of being halved",genuine,true,true,Grass Fact Check,2019-01-09T00:00:00,['trade'],1,23,https://factcheck.ge/en/story/37911--the-georgian-dream-came-to-power-with-a-promise-to-halve-utility-prices-however-the-electricity-tariff-has-increased-instead-of-being-halved,,,,,true,the georgian dream came to power with a promise to halve utility prices however the electricity tariff has increased instead of being halved,genuine,['trade'],{'trade'}
44062,25551,43890,"Koba Gvenetadze: In 2004-2016 when the GEL exchange rate was stable, the annual inflation rate was 5.6% on average whilst in 2015-2019 when GEL was in depreciation, the inflation rate is less at 3.9%",genuine,true,true,Grass Fact Check,2020-12-21T00:00:00,"['inflation', 'currency']",2,34,https://factcheck.ge/en/story/38905-koba-gvenetadze-in-2004-2016-when-the-gel-exchange-rate-was-stable-the-annual-inflation-rate-was-5-6-on-average-whilst-in-2015-2019-when-gel-was-in-depreciation-the-inflation-rate-is-less-at-3-9,,,,,true,koba gvenetadze in 2004 2016 when the gel exchange rate was stable the annual inflation rate was 5 6 on average whilst in 2015 2019 when gel was in depreciation the inflation rate is less at 3 9,genuine,"['inflation', 'currency']","{'inflation', 'currency'}"
44078,25586,43906,"""Georgia's fruit industry's exports in 2020 were USD 169 million and USD 120 million in the year before; that is, we have a 40% growth.""",genuine,true,true,Grass Fact Check,2021-03-22T00:00:00,['trade'],1,25,https://factcheck.ge/en/story/39242--georgia-s-fruit-industry-s-exports-in-2020-were-usd-169-million-and-usd-120-million-in-the-year-before-that-is-we-have-a-40-growth,,,,,true,georgia s fruit industry s exports in 2020 were usd 169 million and usd 120 million in the year before that is we have a 40 growth,genuine,['trade'],{'trade'}
44098,25564,43926,"""Eighty percent of the debt is denominated in foreign currency which makes the 60% threshold even more vulnerable.""",genuine,true,true,Grass Fact Check,2021-01-25T00:00:00,"['debt', 'currency']",2,18,https://factcheck.ge/en/story/39019--eighty-percent-of-the-debt-is-denominated-in-foreign-currency-which-makes-the-legally-allowed-limit-of-a-60-threshold-even-more-vulnerable,,,,,true,eighty percent of the debt is denominated in foreign currency which makes the 60 threshold even more vulnerable,genuine,"['debt', 'currency']","{'debt', 'currency'}"
44106,25572,43934,"""We had a current account deficit at a historic low in 2019 and we expect the worst in 2020. This very factor created pressure on exchange rate and it was transmitted to inflation"".",genuine,true,true,Grass Fact Check,2021-02-08T00:00:00,"['deficit', 'inflation', 'currency']",3,33,https://factcheck.ge/en/story/39068--we-had-a-current-account-deficit-at-a-historic-low-in-2019-and-we-expect-the-worst-in-2020-this-very-factor-created-pressure-on-exchange-rate-and-it-was-transmitted-to-inflation,,,,,true,we had a current account deficit at a historic low in 2019 and we expect the worst in 2020 this very factor created pressure on exchange rate and it was transmitted to inflation,genuine,"['deficit', 'inflation', 'currency']","{'inflation', 'deficit', 'currency'}"
44110,25554,43938,"Mirdat Kamadadze: ""In accordance with Batumi's 2021 budget, Batumi City Hall increases its own comfort by GEL 1,700,000 whilst healthcare expenses rise by GEL 700,000 only as compared to 2020.""",genuine,true,true,Grass Fact Check,2021-01-11T00:00:00,['budget'],1,30,https://factcheck.ge/en/story/38954-mirdat-kamadadze-in-accordance-with-batumi-s-2021-budget-batumi-city-hall-increases-its-own-comfort-by-gel-1-700-000-whilst-healthcare-expenses-rise-by-gel-700-000-only-as-compared-to-2020,,,,,true,mirdat kamadadze in accordance with batumi s 2021 budget batumi city hall increases its own comfort by gel 1 700 000 whilst healthcare expenses rise by gel 700 000 only as compared to 2020,genuine,['budget'],{'budget'}
44137,25540,43965,"Natia Turnava: ""The loan interest subsidy programme for small and family hotels is being successfully carried out and nearly 2,000 hotels have already used this opportunity.""",genuine,true,true,Grass Fact Check,2020-11-23T00:00:00,['loan'],1,26,https://factcheck.ge/en/story/38822-natia-turnava-the-loan-interest-subsidy-programme-for-small-and-family-hotels-is-being-successfully-carried-out-and-nearly-2-000-hotels-have-already-used-this-opportunity,,,,,true,natia turnava the loan interest subsidy programme for small and family hotels is being successfully carried out and nearly 2 000 hotels have already used this opportunity,genuine,['loan'],{'loan'}
44157,25516,43985,"Ivane Machavariani: ""Georgia's budget transparency index is one of the highest.""",genuine,true,true,Grass Fact Check,2020-08-14T00:00:00,['budget'],1,11,https://factcheck.ge/en/story/38568-ivane-machavariani-georgia-s-budget-transparency-index-is-one-of-the-highest,,,,,true,ivane machavariani georgia s budget transparency index is one of the highest,genuine,['budget'],{'budget'}
44305,25629,44133,"""The budget expenses incurred in April were without particular deviations. There was a large nominal payment because of debt servicing.""",genuine,true,true,Grass Fact Check,2021-06-07T00:00:00,"['budget', 'debt']",2,20,https://factcheck.ge/en/story/39585--the-budget-expenses-incurred-in-april-were-without-particular-deviations-there-was-a-large-nominal-payment-because-of-debt-servicing,,,,,true,the budget expenses incurred in april were without particular deviations there was a large nominal payment because of debt servicing,genuine,"['budget', 'debt']","{'debt', 'budget'}"
44340,25877,44168,"""Tourism recovery is positive as travel revenues in January-August 2022 have recovered nearly by 95%. We earned USD 2.1 billion in tourism revenues and figures in July and August exceeded those of pre-pandemic 2019.""",genuine,true,true,Grass Fact Check,2022-10-17T00:00:00,['company_finance'],1,34,https://factcheck.ge/en/story/41298--tourism-recovery-is-positive-as-travel-revenues-in-january-august-2022-have-recovered-nearly-by-95-we-earned-usd-2-1-billion-in-tourism-revenues-and-figures-in-july-and-august-exceeded-those-of-pre-pandemic-2019,,,,,true,tourism recovery is positive as travel revenues in january august 2022 have recovered nearly by 95 we earned usd 2 1 billion in tourism revenues and figures in july and august exceeded those of pre pandemic 2019,genuine,['company_finance'],{'company_finance'}
44360,25850,44188,"""In total, export in January-July increased by almost 37% and is over USD 3 billion. Trade turnover in January-July amounted to USD 10.2 billion which is 35% more as compared to the previous year.""",genuine,true,true,Grass Fact Check,2022-08-22T00:00:00,['trade'],1,34,https://factcheck.ge/en/story/41113--in-total-export-in-january-july-increased-by-almost-37-and-is-over-usd-3-billion-trade-turnover-in-january-july-amounted-to-usd-10-2-billion-which-is-35-more-as-compared-to-the-previous-year,,,,,true,in total export in january july increased by almost 37 and is over usd 3 billion trade turnover in january july amounted to usd 10 2 billion which is 35 more as compared to the previous year,genuine,['trade'],{'trade'}
44410,25806,44236,"""Revenues from hazelnut exports in 2021 exceeded USD 115 million.""",genuine,true,true,Grass Fact Check,2022-05-10T00:00:00,"['company_finance', 'trade']",2,10,https://factcheck.ge/en/story/40737--revenues-from-hazelnut-exports-in-2021-exceeded-usd-115-million,,,,,true,revenues from hazelnut exports in 2021 exceeded usd 115 million,genuine,"['company_finance', 'trade']","{'trade', 'company_finance'}"
44484,25993,44308,"""The board of the National Bank can nominate a candidate for the Presidency as soon as today.""",genuine,true,true,Grass Fact Check,2023-06-12T00:00:00,['banking'],1,17,https://factcheck.ge/en/story/41971--the-board-of-the-national-bank-can-nominate-a-candidate-for-the-presidency-as-soon-as-today,,,,,true,the board of the national bank can nominate a candidate for the presidency as soon as today,genuine,['banking'],{'banking'}
44488,25997,44311,"""Parliament did not confirm two members of the National Bank's board nominated by the President .""",genuine,true,true,Grass Fact Check,2023-06-19T00:00:00,['banking'],1,16,https://factcheck.ge/en/story/41999--parliament-did-not-confirm-two-members-of-the-national-bank-s-board-nominated-by-the-president-in-2019,,,,,true,parliament did not confirm two members of the national bank s board nominated by the president,genuine,['banking'],{'banking'}
44492,26001,44315,"""The revenue part of the 2022 budget was executed by 100.6% of the plan.""",genuine,true,true,Grass Fact Check,2023-07-03T00:00:00,"['budget', 'company_finance']",2,14,https://factcheck.ge/en/story/42020--the-revenue-part-of-the-2022-budget-was-executed-by-100-6-of-the-plan,,,,,true,the revenue part of the 2022 budget was executed by 100 6 of the plan,genuine,"['budget', 'company_finance']","{'company_finance', 'budget'}"
44498,25981,44321,"""The major reason behind the appreciation of GEL is the continuous inflow of foreign currency from Russia.""",genuine,true,true,Grass Fact Check,2023-05-08T00:00:00,['currency'],1,17,https://factcheck.ge/en/story/41875--the-major-reason-behind-the-appreciation-of-gel-is-the-continuous-inflow-of-foreign-currency-from-russia,,,,,true,the major reason behind the appreciation of gel is the continuous inflow of foreign currency from russia,genuine,['currency'],{'currency'}
44522,25950,44345,"""Export to Russia increased by 105% and the import of energy carriers from Russia grew by 72%.""",genuine,true,true,Grass Fact Check,2023-03-06T00:00:00,['trade'],1,17,https://factcheck.ge/en/story/41697--export-to-russia-increased-by-105-and-the-import-of-energy-carriers-from-russia-grew-by-72,,,,,true,export to russia increased by 105 and the import of energy carriers from russia grew by 72,genuine,['trade'],{'trade'}
44543,25943,44366,"""Executive members of the National Bank's Board being in the majority contradicts the recommendation of the International Monetary Fund.""",genuine,true,true,Grass Fact Check,2023-02-27T00:00:00,['banking'],1,19,https://factcheck.ge/en/story/41675--executive-members-of-the-national-bank-s-board-being-in-the-majority-contradicts-the-recommendation-of-the-international-monetary-fund,,,,,true,executive members of the national bank s board being in the majority contradicts the recommendation of the international monetary fund,genuine,['banking'],{'banking'}
44562,25909,44385,"""Inflation was nearly 10% over the course of this year which is a much lower figure as compared to other countries around us and in Europe, generally. In this light, a 10% inflation rate is 'normal' but not a relief for the population, since inflation on",genuine,true,true,Grass Fact Check,2022-12-26T00:00:00,['inflation'],1,46,https://factcheck.ge/en/story/41495--inflation-was-nearly-10-over-the-course-of-this-year-which-is-a-much-lower-figure-as-compared-to-other-countries-around-us-and-in-europe-generally-in-this-light-a-10-inflation-rate-is-normal-but-not-a-relief-for-the-population-since-inflation-on-basic-co,,,,,true,inflation was nearly 10 over the course of this year which is a much lower figure as compared to other countries around us and in europe generally in this light a 10 inflation rate is normal but not a relief for the population since inflation on,genuine,['inflation'],{'inflation'}
44590,25889,44413,"""Since 2019, we have boosted hazelnut yield and export – revenues from hazelnut export in 2021 amounted to USD 115 million.""",genuine,true,true,Grass Fact Check,2022-11-21T00:00:00,"['company_finance', 'trade']",2,21,https://factcheck.ge/en/story/41411--since-2019-we-have-boosted-hazelnut-yield-and-export-revenues-from-hazelnut-export-in-2021-amounted-to-usd-115-million,,,,,true,since 2019 we have boosted hazelnut yield and export revenues from hazelnut export in 2021 amounted to usd 115 million,genuine,"['company_finance', 'trade']","{'trade', 'company_finance'}"
44659,26057,44482,"""Despite banning advertising, gambling business revenue has increased.""",genuine,true,true,Grass Fact Check,2023-11-27T00:00:00,['company_finance'],1,8,https://factcheck.ge/en/story/42400--despite-banning-advertising-gambling-business-revenue-has-increased,,,,,true,despite banning advertising gambling business revenue has increased,genuine,['company_finance'],{'company_finance'}
44666,26064,44489,"""The profits of one Georgian bank exceeded the profits of all Latvian banks.""",genuine,true,true,Grass Fact Check,2023-12-18T00:00:00,"['banking', 'company_finance']",2,13,https://factcheck.ge/en/story/42458--the-profits-of-one-georgian-bank-exceeded-the-profits-of-all-latvian-banks,,,,,true,the profits of one georgian bank exceeded the profits of all latvian banks,genuine,"['banking', 'company_finance']","{'company_finance', 'banking'}"
44670,26045,44493,"""The suspension of the IMF programme is related to the National Bank but not to the 19 September decree.""",genuine,true,true,Grass Fact Check,2023-10-02T00:00:00,['banking'],1,19,https://factcheck.ge/en/story/42248--the-suspension-of-the-imf-programme-is-related-to-the-national-bank-but-not-to-the-19-september-decree,,,,,true,the suspension of the imf programme is related to the national bank but not to the 19 september decree,genuine,['banking'],{'banking'}
44700,57849,44523,The Adani Group owes Rs 39.2 lakh crore to the State Bank of India — and Rs 120 lakh crore in total to various private and public sector banks.,misleading,false,false,India Today,2024-11-22T11:59:21,['banking'],1,29,https://www.indiatoday.in/fact-check/story/fact-check-adani-group-rs-120-lakh-crore-loan-indian-banks-data-goof-up-infographic-2637875-2024-11-22,,,,,false,the adani group owes rs 39 2 lakh crore to the state bank of india and rs 120 lakh crore in total to various private and public sector banks,misleading,['banking'],{'banking'}
44711,58294,44533,The Modi government has declared that senior citizens who are above 75 years of age will not have to pay any income tax from now on.,misleading,false,false,India Today,2024-11-29T17:23:01,"['tax', 'income']",2,26,https://www.indiatoday.in/fact-check/story/fact-check-income-tax-exemption-senior-citizens-75-years-viral-message-false-2642512-2024-11-29,,,,,false,the modi government has declared that senior citizens who are above 75 years of age will not have to pay any income tax from now on,misleading,"['tax', 'income']","{'income', 'tax'}"
44871,59127,44644,US Secretary of State Antony Blinken delivered this speech in Shanghai extolling China and its economy amid his Chinese visit.,misleading,false,false,India Today,2024-04-27T08:58:07,['macroeconomy'],1,20,https://www.indiatoday.in/fact-check/story/fact-check-this-clip-of-anthony-blinken-praising-chinese-economy-has-synthetic-audio-2532421-2024-04-27,,,,,false,us secretary of state antony blinken delivered this speech in shanghai extolling china and its economy amid his chinese visit,misleading,['macroeconomy'],{'macroeconomy'}
45248,58220,1126,"The budget of Chandrayaan-3 is Rs 615 crores, and the annual budget for the Haj subsidy is Rs 685 crores. Muslims get subsidies for pilgrimage, but Hindus don't.",misleading,false,false,India Today,2023-07-18T15:51:21,['budget'],1,28,https://www.indiatoday.in/fact-check/story/fact-check-haj-subsidy-did-not-exceed-chandrayaan-3s-budget-and-it-was-scrapped-5-years-ago-2408445-2023-07-18,,,,,false,the budget of chandrayaan 3 is rs 615 crores and the annual budget for the haj subsidy is rs 685 crores muslims get subsidies for pilgrimage but hindus don t,misleading,['budget'],{'budget'}
46423,58991,1346,A media release from Reliance Jio Infocomm Ltd says the company is going to acquire Federal Bank at 10 billion USD.,misleading,false,false,India Today,2021-09-16T12:24:18,['banking'],1,21,https://www.indiatoday.in/fact-check/story/fact-check-reliance-jio-is-not-taking-over-federal-bank-viral-media-release-is-a-hoax-1853594-2021-09-16,,,,,false,a media release from reliance jio infocomm ltd says the company is going to acquire federal bank at 10 billion usd,misleading,['banking'],{'banking'}
47311,59938,46681,"New Rs 1,000 currency notes are going to be issued.",misleading,false,false,India Today,2019-10-17T18:11:00,['currency'],1,10,https://www.indiatoday.in/fact-check/story/no-that-is-not-the-rs-1-000-currency-note-that-rbi-is-issuing-1610525-2019-10-17,,,,,false,new rs 1 000 currency notes are going to be issued,misleading,['currency'],{'currency'}
47437,58506,2317,"In her budget speech, Nirmala Sitharaman claimed that the Government distributed 35,000 crore LED bulbs in the country.",misleading,false,false,India Today,2019-07-06T13:47:00,['budget'],1,18,https://www.indiatoday.in/fact-check/story/fact-check-nirmala-sitharaman-35000-crore-led-bulbs-1563569-2019-07-06,,,,,false,in her budget speech nirmala sitharaman claimed that the government distributed 35 000 crore led bulbs in the country,misleading,['budget'],{'budget'}
47540,58681,46883,Comedian Shyam Rangeela has tweeted that the maximum number of Nobel Laureates comes from Bengal whereas the highest number of bank robbers hails from Gujarat.,misleading,false,false,India Today,2021-03-03T14:15:56,['banking'],1,25,https://www.indiatoday.in/fact-check/story/fact-check-not-so-funny-imposter-mimics-shyam-rangeelas-twitter-account-to-criticise-modi-govt-1775238-2021-03-03,,,,,false,comedian shyam rangeela has tweeted that the maximum number of nobel laureates comes from bengal whereas the highest number of bank robbers hails from gujarat,misleading,['banking'],{'banking'}
49914,41915,49142,"A 1.1% tax will be levied on UPI transactions over Rs 2,000 starting April 1, 2025.",misleading,false,false,NewsMeter,2024-12-14T10:54:37,['tax'],1,16,https://newsmeter.in/fact-check/tax-on-upi-users-for-transactions-above-rs-2000-no-find-the-truth-here-740628,,,,,false,a 1 1 tax will be levied on upi transactions over rs 2 000 starting april 1 2025,misleading,['tax'],{'tax'}
49997,42313,49210,The image shows a new official currency to be adopted by the BRICS nations.,misleading,false,false,NewsMeter,2024-10-26T12:04:55,['currency'],1,14,https://newsmeter.in/fact-check/viral-image-of-symbolic-brics-currency-shared-with-misleading-claims-738052,,,,,false,the image shows a new official currency to be adopted by the brics nations,misleading,['currency'],{'currency'}
50342,42422,49496,The viral video of Murthy talking about developing a Quantum AI project in collaboration with Musk for people to make a profit from trading stocks.,misleading,false,false,NewsMeter,2024-02-03T13:27:47,['company_finance'],1,25,https://newsmeter.in/fact-check/viral-video-of-narayana-murthy-announcing-project-quantum-ai-with-elon-musk-is-a-deepfake-724293,,,,,false,the viral video of murthy talking about developing a quantum ai project in collaboration with musk for people to make a profit from trading stocks,misleading,['company_finance'],{'company_finance'}
50364,42182,49516,The video shows Nirmala Sitharaman responding angrily to a journalist's question during a press conference after she announced the Interim Budget 2024 in the Lok Sabha on February 1.,misleading,false,false,NewsMeter,2024-02-02T11:48:54,['budget'],1,29,https://newsmeter.in/fact-check/video-of-nirmala-sitharaman-speaking-to-media-is-from-2023-post-budget-press-conference-not-2024-724237,,,,,false,the video shows nirmala sitharaman responding angrily to a journalist s question during a press conference after she announced the interim budget 2024 in the lok sabha on february 1,misleading,['budget'],{'budget'}
50403,42327,49550,"Rs 100 notes will not be considered legal tender, and the Reserve Bank of India has set March 31, 2024, as the deadline for the exchange of the note.",misleading,false,false,NewsMeter,2023-12-22T13:58:17,['banking'],1,29,https://newsmeter.in/fact-check/viral-message-on-rbi-demonetising-old-rs-100-notes-is-fake-722386,,,,,false,rs 100 notes will not be considered legal tender and the reserve bank of india has set march 31 2024 as the deadline for the exchange of the note,misleading,['banking'],{'banking'}
50817,42352,49884,Narayana Murthy has launched a trading platform for Indian citizens to have passive income.,misleading,false,false,NewsMeter,2023-07-28T13:42:59,['income'],1,14,https://newsmeter.in/fact-check/viral-post-on-narayana-murthys-trading-platform-is-fake-news-715633,,,,,false,narayana murthy has launched a trading platform for indian citizens to have passive income,misleading,['income'],{'income'}
51118,41829,1571,Raghuram Rajan said India's economy will become like Sri Lanka.,misleading,false,false,NewsMeter,2023-03-10T04:48:59,['macroeconomy'],1,10,https://newsmeter.in/fact-check/raghuram-rajan-never-said-indias-economy-will-become-like-sri-lanka-709215,,,,,false,raghuram rajan said india s economy will become like sri lanka,misleading,['macroeconomy'],{'macroeconomy'}
51248,42499,50214,Scribbling on bank notes make them invalid,misleading,false,false,NewsMeter,2023-01-12T13:29:56,['banking'],1,7,https://newsmeter.in/fact-check/will-scribbling-on-bank-notes-make-them-invalid-heres-what-rbi-says-706483,,,,,false,scribbling on bank notes make them invalid,misleading,['banking'],{'banking'}
51272,41746,50229,Bank rules have been revised with effect from 20 January 2018,misleading,false,false,NewsMeter,2023-01-03T10:20:19,['banking'],1,11,https://newsmeter.in/fact-check/old-zee-business-video-on-bank-rules-revision-passed-off-as-recent-706021,,,,,false,bank rules have been revised with effect from 20 january 2018,misleading,['banking'],{'banking'}
51619,41431,50501,"A viral video of a mermaid on the banks of the Musi river in Damarcharla, Nalgonda.",misleading,false,false,NewsMeter,2022-07-30T10:30:49,['banking'],1,16,https://newsmeter.in/fact-check/no-mermaid-at-damarcharla-in-river-musi-cgi-video-shared-with-false-claim-698525,,,,,false,a viral video of a mermaid on the banks of the musi river in damarcharla nalgonda,misleading,['banking'],{'banking'}
51658,41924,1889,A temple decorated by currency notes is of Tirupati Balaji,misleading,false,false,NewsMeter,2022-07-02T14:14:30,['currency'],1,10,https://newsmeter.in/fact-check/temple-decorated-with-currency-notes-is-not-tirupati-balaji-697264,,,,,false,a temple decorated by currency notes is of tirupati balaji,misleading,['currency'],{'currency'}
51697,39157,50564,"Ministry of Labour and Employment is providing financial assistance worth Rs. 1,55,000 workers who worked between 1990-2021",misleading,false,false,NewsMeter,2022-06-15T04:16:32,['employment'],1,17,https://newsmeter.in/fact-check/beware-labour-ministry-has-not-announced-financial-assistance-scheme-for-workers-696575,,,,,false,ministry of labour and employment is providing financial assistance worth rs 1 55 000 workers who worked between 1990 2021,misleading,['employment'],{'employment'}
51785,40902,50638,News clip of Jansatta stating that the World Bank has stripped India of the developing country tag.,misleading,false,false,NewsMeter,2022-04-22T05:16:21,['banking'],1,17,https://newsmeter.in/fact-check/fact-check-viral-report-about-world-bank-stripping-india-of-developing-country-tag-dates-back-to-2016-694551,,,,,false,news clip of jansatta stating that the world bank has stripped india of the developing country tag,misleading,['banking'],{'banking'}
51833,40963,50678,12% GST tax on rent for houses and shops will be introduced at the upcoming GST Council meeting.,misleading,false,false,NewsMeter,2022-04-05T05:06:27,['tax'],1,18,https://newsmeter.in/fact-check/fact-check-will-12-gst-on-house-rent-be-introduced-at-the-upcoming-gst-meeting-693845,,,,,false,12 gst tax on rent for houses and shops will be introduced at the upcoming gst council meeting,misleading,['tax'],{'tax'}
51865,41417,50703,Government will provide interest-free loans under the KCC scheme.,misleading,false,false,NewsMeter,2022-03-19T10:00:30,['loan'],1,9,https://newsmeter.in/fact-check/no-interest-free-loans-on-kcc-viral-message-is-false-693168,,,,,false,government will provide interest free loans under the kcc scheme,misleading,['loan'],{'loan'}
51866,40012,50704,The Supreme Court has ruled that the old pension scheme will be restored in place of the current scheme.,misleading,false,false,NewsMeter,2022-03-19T14:30:36,['pension'],1,19,https://newsmeter.in/fact-check/fact-check-has-sc-scrapped-the-new-pension-scheme-and-revived-the-old-scheme-693189,,,,,false,the supreme court has ruled that the old pension scheme will be restored in place of the current scheme,misleading,['pension'],{'pension'}
51879,40674,50713,"Tamil Nadu BJP leader K. Annamalai has written a letter to PM Modi urging him to ""ban beef export companies"".",misleading,false,false,NewsMeter,2022-03-15T13:39:43,['trade'],1,20,https://newsmeter.in/fact-check/fact-check-tn-bjp-leader-annamalai-did-not-write-to-modi-seeking-a-ban-on-beef-exporting-firms-693000,,,,,false,tamil nadu bjp leader k annamalai has written a letter to pm modi urging him to ban beef export companies,misleading,['trade'],{'trade'}
51883,40652,50717,The reason for the debt position of Telangana is that the state has raised huge debts from the World Bank,misleading,false,false,NewsMeter,2022-03-08T13:10:01,"['debt', 'banking']",2,20,https://newsmeter.in/fact-check/fact-check-telangana-government-did-not-raise-loans-from-world-bank-692623,,,,,false,the reason for the debt position of telangana is that the state has raised huge debts from the world bank,misleading,"['debt', 'banking']","{'debt', 'banking'}"
51971,39390,50791,Delhi is the only debt-free state in the country.,misleading,false,false,NewsMeter,2022-02-09T05:00:25,['debt'],1,9,https://newsmeter.in/fact-check/delhi-is-not-debt-free-state-telugu-newspapers-claim-is-false-691095,,,,,false,delhi is the only debt free state in the country,misleading,['debt'],{'debt'}
51981,40268,50797,Union finance minister Nirmala Sitharaman said Andhra Pradesh received more funds in the 2022-2023 budget due to Chief Minister Y.S Jagan Mohan Reddy's efforts.,misleading,false,false,NewsMeter,2022-02-04T09:00:45,['budget'],1,24,https://newsmeter.in/fact-check/fact-check-nirmala-sitharaman-did-not-say-ap-received-more-funds-due-to-jagans-efforts-690834,,,,,false,union finance minister nirmala sitharaman said andhra pradesh received more funds in the 2022 2023 budget due to chief minister y s jagan mohan reddy s efforts,misleading,['budget'],{'budget'}
51982,39816,50798,"Finance Minister said to reduce your Income Tax, reduce income.",misleading,false,false,NewsMeter,2022-02-05T05:01:46,"['tax', 'income']",2,10,https://newsmeter.in/fact-check/fact-check-did-finmin-say-people-should-reduce-income-to-shuffle-off-it-burden-690875,,,,,false,finance minister said to reduce your income tax reduce income,misleading,"['tax', 'income']","{'income', 'tax'}"
52055,41410,50862,Passengers can ask for a fee agreement for 12 hours at the toll booth plaza and not pay the tax if they return within 12 hours,misleading,false,false,NewsMeter,2021-12-30T06:00:53,['tax'],1,26,https://newsmeter.in/fact-check/no-free-toll-agreement-statement-attributed-to-nitin-gadkari-is-false-688794,,,,,false,passengers can ask for a fee agreement for 12 hours at the toll booth plaza and not pay the tax if they return within 12 hours,misleading,['tax'],{'tax'}
52056,39730,50863,"Central Government froze the bank accounts of Mother Theresa, Missionaries of Charity across India",misleading,false,false,NewsMeter,2021-12-30T10:00:32,['banking'],1,14,https://newsmeter.in/fact-check/fact-check-centre-did-not-freeze-bank-accounts-of-missionaries-of-charity-688795,,,,,false,central government froze the bank accounts of mother theresa missionaries of charity across india,misleading,['banking'],{'banking'}
52058,40962,1475,WikiLeaks has published the first list of names of Indians hiding black money in Swiss banks,misleading,false,false,NewsMeter,2021-12-31T04:21:00,['banking'],1,16,https://newsmeter.in/fact-check/fact-check-wikileaks-has-not-released-list-of-indians-having-black-money-in-swiss-banks-688849,,,,,false,wikileaks has published the first list of names of indians hiding black money in swiss banks,misleading,['banking'],{'banking'}
52155,40470,50951,Video of Ram mandir caving in river bank,misleading,false,false,NewsMeter,2021-11-26T07:31:21,['banking'],1,8,https://newsmeter.in/fact-check/fact-check-old-video-of-wb-temple-caving-in-passed-off-as-ayodhya-ram-mandir-686825,,,,,false,video of ram mandir caving in river bank,misleading,['banking'],{'banking'}
52179,39894,2030,Students of UP to not get scholarships this year due to budget constraints,misleading,false,false,NewsMeter,2021-11-19T05:27:55,['budget'],1,13,https://newsmeter.in/fact-check/fact-check-did-up-government-say-no-to-student-scholarships-this-year-686410,,,,,false,students of up to not get scholarships this year due to budget constraints,misleading,['budget'],{'budget'}
52198,39104,50988,"Andhra Pradesh government revenue from taxes on petrol/diesel in the last two years is literally Rs 4,38,706 crore.",misleading,false,false,NewsMeter,2021-11-10T06:09:52,"['tax', 'company_finance']",2,18,https://newsmeter.in/fact-check/andhra-earned-rs-21182-cr-from-vat-on-petroleum-products-in-two-years-685910,,,,,false,andhra pradesh government revenue from taxes on petrol diesel in the last two years is literally rs 4 38 706 crore,misleading,"['tax', 'company_finance']","{'company_finance', 'tax'}"
52241,40073,51025,"The government of India providing rent, employment under the Digital India scheme and asking people to pay Rs. 730 as registration fee.",misleading,false,false,NewsMeter,2021-11-02T12:15:52,['employment'],1,22,https://newsmeter.in/fact-check/fact-check-indian-government-not-providing-rent-jobs-under-digital-india-scheme-viral-letter-is-fake-685534,,,,,false,the government of india providing rent employment under the digital india scheme and asking people to pay rs 730 as registration fee,misleading,['employment'],{'employment'}
52253,39820,51034,Haryana government has hiked old-age pension by Rs. 250 per month.,misleading,false,false,NewsMeter,2021-10-31T10:30:43,['pension'],1,11,https://newsmeter.in/fact-check/fact-check-did-haryana-government-announce-hike-in-old-age-pension-by-rs-250-685425,,,,,false,haryana government has hiked old age pension by rs 250 per month,misleading,['pension'],{'pension'}
52286,39920,51064,A video showing Madhya Pradesh CM singing Mehngai Dayian and opposing the rising inflation.,misleading,false,false,NewsMeter,2021-10-24T11:52:32,['inflation'],1,14,https://newsmeter.in/fact-check/fact-check-doctored-video-shows-madhya-pradesh-cm-opposing-rising-inflation-685059,,,,,false,a video showing madhya pradesh cm singing mehngai dayian and opposing the rising inflation,misleading,['inflation'],{'inflation'}
52313,40966,51089,"Up to 30 percent income tax to be levied on business transactions through Google Pay, Paytm, or PhonePe.",misleading,false,false,NewsMeter,2021-10-14T14:30:24,"['tax', 'income']",2,18,https://newsmeter.in/fact-check/fact-check-will-digital-wallet-transactions-attract-30-tax-684575,,,,,false,up to 30 percent income tax to be levied on business transactions through google pay paytm or phonepe,misleading,"['tax', 'income']","{'income', 'tax'}"
