row_id,article_id,claim_id,claim,binary_label_name,original_verdict,normalised_rating,organisation,date_published,financial_matches,finance_term_count,word_count,url,finance_relevant,label_valid,standalone_claim,audit_notes
66893,74705,64404,"Says Donald Trump has ""bankrupt four separate businesses.""",genuine,mostly-true,partially true,PolitiFact,2016-07-11T00:00:00,['financial_distress'],1,8,https://www.politifact.com/factchecks/2016/jul/11/mark-warner/mark-warner-says-donald-trump-has-bankrupt-four-se/,,,,
66898,74980,64409,"Says Gov. Doug Ducey wants to use ""taxpayer dollars to increase the salaries of private prison guards.""",genuine,mostly-true,partially true,PolitiFact,2016-06-29T00:00:00,['employment'],1,17,https://www.politifact.com/factchecks/2016/jun/29/arizona-house-democrats/arizonas-house-democrats-claim-governor-wants-incr/,,,,
66924,74960,64435,"The National Park Service has ""an annual budget that is less than the city of Austin.""",genuine,true,true,PolitiFact,2016-06-24T00:00:00,['budget'],1,16,https://www.politifact.com/factchecks/2016/jun/24/jonathan-jarvis/national-park-service-director-correct-its-budget-/,,,,
66928,74965,64439,"""The major immigration issue was about Poles, and Bulgarians, and Romanians,"" and that they weren't contributing economically. ""The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.""",genuine,true,true,PolitiFact,2016-06-26T00:00:00,['employment'],1,32,https://www.politifact.com/factchecks/2016/jun/26/david-miliband/david-miliband-link-between-jobs-immigration-and-b/,,,,
66982,74875,64493,"""I've cut the budget of the office by more than half.""",genuine,mostly-true,partially true,PolitiFact,2016-06-06T00:00:00,['budget'],1,11,https://www.politifact.com/factchecks/2016/jun/06/carlos-lopez-cantera/carlos-lopez-cantera-says-he-slashed-his-office-bu/,,,,
66996,75267,64507,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not position.""",genuine,mostly-true,partially true,PolitiFact,2016-05-29T00:00:00,['tax'],1,18,https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-only-he-supports-carbon-tax-an/,,,,
67012,75238,64523,"""You can import as many hemp products into this country as you want...but we can't grow it.""",genuine,true,true,PolitiFact,2016-05-22T00:00:00,['trade'],1,17,https://www.politifact.com/factchecks/2016/may/22/william-devereaux/hemp-helpful-just-dont-grow-it/,,,,
67024,75251,64535,"""The University of Wisconsin System budget is the biggest it has ever been.""",genuine,mostly-true,partially true,PolitiFact,2016-05-25T00:00:00,['budget'],1,13,https://www.politifact.com/factchecks/2016/may/25/scott-walker/scott-walker-who-cut-funds-wisconsin-university-sy/,,,,
67030,75199,64541,"Says Ted Strickland admits his record on jobs and taxes is ""mixed and spotty.""",misleading,false,false,PolitiFact,2016-05-13T00:00:00,['tax'],1,14,https://www.politifact.com/factchecks/2016/may/13/fighting-ohio-pac/fighting-ohio-pac-ad-takes-ted-stricklands-mixed-a/,,,,
67043,75217,64554,"""Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.""",genuine,mostly-true,partially true,PolitiFact,2016-05-18T00:00:00,['tax'],1,19,https://www.politifact.com/factchecks/2016/may/18/chris-wallace/most-gop-nominees-1970s-have-released-their-tax-re/,,,,
67044,75216,64555,"""Closing our state's wage gap would make a $9 billion difference to Missouri women.""",genuine,mostly-true,partially true,PolitiFact,2016-05-18T00:00:00,['employment'],1,14,https://www.politifact.com/factchecks/2016/may/18/chris-koster/koster-might-oversimplify-size-gender-wage-gap-rea/,,,,
67046,75220,64557,"Since 2009, ""after-tax incomes are up nearly 14 percent.""",genuine,mostly-true,partially true,PolitiFact,2016-05-18T00:00:00,['tax'],1,9,https://www.politifact.com/factchecks/2016/may/18/penny-pritzker/commerce-secretary-penny-pritzker-says-2009/,,,,
67061,75186,64572,"""The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.""",genuine,mostly-true,partially true,PolitiFact,2016-05-10T00:00:00,['financial_distress'],1,21,https://www.politifact.com/factchecks/2016/may/10/hillary-clinton/hillary-clinton-says-market-forces-made-coal-compa/,,,,
67134,74136,64645,"""When this campaign began, I said that we've got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said let's raise it to $12.""",genuine,mostly-true,partially true,PolitiFact,2016-04-15T00:00:00,['employment'],1,29,https://www.politifact.com/factchecks/2016/apr/15/bernie-sanders/does-hillary-clinton-want-15-or-12-minimum-wage/,,,,
67156,74068,64667,"""Youth unemployment in minority communities is about 40 to 45 percent.""",genuine,mostly-true,partially true,PolitiFact,2016-04-01T00:00:00,['employment'],1,11,https://www.politifact.com/factchecks/2016/apr/01/peter-kinder/peter-kinder-right-about-high-unemployment-minorit/,,,,
67321,74479,64830,"Says ""some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.""",misleading,false,false,PolitiFact,2016-02-08T00:00:00,['company_finance'],1,16,https://www.politifact.com/factchecks/2016/feb/08/john-obannon/del-john-obannon-says-planned-parenthood-sold-feta/,,,,
67350,74645,64859,"Under Ted Cruz's tax plan, ""businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.""",genuine,mostly-true,partially true,PolitiFact,2016-01-26T00:00:00,['tax'],1,33,https://www.politifact.com/factchecks/2016/jan/26/marco-rubio/marco-rubio-says-ted-cruz-flat-tax-charges-16-perc/,,,,
67401,73075,64910,"Says he faced ""a record budget deficit"" in Virginia in 2014.",misleading,false,false,PolitiFact,2015-12-21T00:00:00,"['budget', 'deficit']",2,11,https://www.politifact.com/factchecks/2015/dec/21/terry-mcauliffe/mcauliffes-misspoken-claim-about-facing-record-def/,,,,
67408,73081,64917,"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",genuine,true,true,PolitiFact,2015-12-23T00:00:00,['budget'],1,23,https://www.politifact.com/factchecks/2015/dec/23/scott-walker/scott-walker-says-he-put-more-funds-mental-health-/,,,,
67474,73797,64982,"In Japan, ""permanent residency is not given to Muslims,"" the ""propagation of Islam"" is banned, ""one cannot import a Koran published in the Arabic language,"" and ""Muslims cannot even rent a house.""",misleading,pants-fire,false,PolitiFact,2015-11-17T00:00:00,['trade'],1,32,https://www.politifact.com/factchecks/2015/nov/17/viral-image/viral-graphic-says-japan-keeps-out-radical-islam-t/,,,,
67496,73772,65004,"Says Marco Rubio is proposing a new $1 trillion ""welfare program"" in tax credits and ""$1 trillion in new military spending.""",genuine,mostly-true,partially true,PolitiFact,2015-11-12T00:00:00,['tax'],1,21,https://www.politifact.com/factchecks/2015/nov/12/rand-paul/marco-rubio-not-conservative-proposes-1-trillion-b/,,,,
67505,73734,65013,Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,misleading,false,false,PolitiFact,2015-11-04T00:00:00,['tax'],1,14,https://www.politifact.com/factchecks/2015/nov/04/ben-carson/does-ben-carsons-tithe-based-tax-plan-lead-1-trill/,,,,
67510,73738,65018,Says his plan would cut taxes without increasing the deficit.,misleading,false,false,PolitiFact,2015-11-05T00:00:00,"['tax', 'deficit']",2,10,https://www.politifact.com/factchecks/2015/nov/05/donald-trump/donald-trumps-false-claim-his-tax-plan-wouldnt-inc/,,,,
67533,73961,65041,"My campaign ""finished the last quarter reporting the most cash on hand of any Republican in the field … $13.8 million in the bank, $3.5 million more than the Jeb Bush campaign.""",genuine,mostly-true,partially true,PolitiFact,2015-10-30T00:00:00,['banking'],1,32,https://www.politifact.com/factchecks/2015/oct/30/ted-cruz/ted-cruz/,,,,
67541,73916,65048,"Says Bernie Sanders is going to ""tax you people at 90 percent.""",misleading,pants-fire,false,PolitiFact,2015-10-20T00:00:00,['tax'],1,12,https://www.politifact.com/factchecks/2015/oct/20/donald-trump/trump-bernie-sanders-wants-tax-everyone-90-percent/,,,,
67584,73862,65091,"Says Planned Parenthood CEO Cecile Richards was ""forced to concede that 86 percent of Planned Parenthood's revenue is from abortion.""",misleading,false,false,PolitiFact,2015-10-05T00:00:00,['company_finance'],1,20,https://www.politifact.com/factchecks/2015/oct/05/dana-loesch/Planned-parenthood-86-percent-abortion-revenue/,,,,
67590,73868,65097,"Today, the deficit is ""below the average deficits over the past 40 years.""",genuine,mostly-true,partially true,PolitiFact,2015-10-06T00:00:00,['deficit'],1,13,https://www.politifact.com/factchecks/2015/oct/06/barack-obama/barack-obama-says-deficit-now-below-its-40-year-av/,,,,
67609,74062,65116,"Every general City of Milwaukee employee ""pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.""",genuine,mostly-true,partially true,PolitiFact,2015-09-30T00:00:00,['pension'],1,24,https://www.politifact.com/factchecks/2015/sep/30/tom-barrett/vast-majority-milwaukee-police-and-firefighters-ma/,,,,
67622,74025,65129,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",genuine,mostly-true,partially true,PolitiFact,2015-09-20T00:00:00,"['debt', 'macroeconomy']",2,16,https://www.politifact.com/factchecks/2015/sep/20/marco-rubio/marco-rubio-says-cnn-debate-had-no-question-debt-a/,,,,
67624,74026,65131,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",genuine,mostly-true,partially true,PolitiFact,2015-09-21T00:00:00,['financial_distress'],1,15,https://www.politifact.com/factchecks/2015/sep/21/carly-fiorina/trumps-four-bankruptcies/,,,,
67625,74027,65132,"When Carly Fiorina says Hewlett-Packard ""revenues went up, that's because she bought Compaq. It was a terrible deal.""",genuine,mostly-true,partially true,PolitiFact,2015-09-21T00:00:00,['company_finance'],1,18,https://www.politifact.com/factchecks/2015/sep/21/donald-trump/fact-checking-donald-trumps-attack-carly-fiorinas-/,,,,
67631,73986,65138,"Says Scott Walker said ""Labor unions don't deserve to have a national holiday"" due to their damage to the economy. And the holiday ""should be replaced by Patriots Day, celebrated every year on 9/11.""",misleading,pants-fire,false,PolitiFact,2015-09-10T00:00:00,['macroeconomy'],1,34,https://www.politifact.com/factchecks/2015/sep/10/facebook-posts/facebook-post-says-scott-walker-wants-end-labor-da/,,,,
67635,73992,65142,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,genuine,mostly-true,partially true,PolitiFact,2015-09-11T00:00:00,['company_finance'],1,25,https://www.politifact.com/factchecks/2015/sep/11/reader-email/are-citations-and-revenue-atlanta/,,,,
67647,74000,65154,Says Donald Trump supports the Wall Street bailout.,genuine,mostly-true,partially true,PolitiFact,2015-09-15T00:00:00,['financial_distress'],1,8,https://www.politifact.com/factchecks/2015/sep/15/club-growth/did-donald-trump-support-wall-street-bailout-club-/,,,,
67672,72982,65179,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",genuine,true,true,PolitiFact,2015-08-25T00:00:00,['macroeconomy'],1,23,https://www.politifact.com/factchecks/2015/aug/25/glen-sturtevant/glen-sturtevant-says-virginia-had-zero-percent-gro/,,,,
67691,72957,65198,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.",misleading,false,false,PolitiFact,2015-08-17T00:00:00,['public_spending'],1,22,https://www.politifact.com/factchecks/2015/aug/17/facebook-posts/pie-chart-federal-spending-circulating-internet-mi/,,,,
67718,73402,65225,"""Our last budget committed the highest level of need-based financial aid in state history.""",genuine,mostly-true,partially true,PolitiFact,2015-07-31T00:00:00,['budget'],1,14,https://www.politifact.com/factchecks/2015/jul/31/scott-walker/scott-walker-says-his-last-budget-committed-more-n/,,,,
67750,73336,65257,"Says because of his actions, Wisconsin ""property taxes today are lower than they were four years ago.""",genuine,mostly-true,partially true,PolitiFact,2015-07-15T00:00:00,['tax'],1,17,https://www.politifact.com/factchecks/2015/jul/15/scott-walker/scott-walker-says-wisconsin-property-taxes-are-low/,,,,
67751,73333,65258,"Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.",genuine,true,true,PolitiFact,2015-07-15T00:00:00,['interest_mortgage'],1,23,https://www.politifact.com/factchecks/2015/jul/15/hillary-clinton/hillary-clinton-says-she-called-wall-street-regula/,,,,
67755,73343,65262,"""Sen. Rubio's would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.""",genuine,mostly-true,partially true,PolitiFact,2015-07-16T00:00:00,"['tax', 'company_finance']",2,29,https://www.politifact.com/factchecks/2015/jul/16/hillary-clinton/would-rubios-tax-plan-mean-big-break-millionaires/,,,,
67777,73315,65283,"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",genuine,true,true,PolitiFact,2015-07-09T00:00:00,['tax'],1,19,https://www.politifact.com/factchecks/2015/jul/09/ron-paul/ron-paul-says-death-penalty-trial-fueled-texas-tax/,,,,
67798,73520,65304,"""Income disparities in the United States are the worst since the 1920s.""",genuine,mostly-true,partially true,PolitiFact,2015-06-30T00:00:00,['income'],1,12,https://www.politifact.com/factchecks/2015/jun/30/bobby-scott/bobby-scott-says-us-income-disparity-widest-1920s/,,,,
67799,73519,65305,"""By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance"" for the first time in 17 years.",genuine,mostly-true,partially true,PolitiFact,2015-06-30T00:00:00,['employment'],1,32,https://www.politifact.com/factchecks/2015/jun/30/barack-obama/are-wages-finally-growing-faster-health-insurance-/,,,,
67805,73286,65311,"Says his release of 33 years of tax returns is ""more than any presidential candidate in history.""",genuine,true,true,PolitiFact,2015-07-01T00:00:00,['tax'],1,17,https://www.politifact.com/factchecks/2015/jul/01/jeb-bush/which-presidential-candidate-has-released-most-tax/,,,,
67875,73404,65381,"Says Gov. Scott Walker's proposed state budget contained 110 pages of errors -- an unusually high number -- ""and millions of dollars' worth of mistakes"" that were corrected with a follow-up document.",genuine,mostly-true,partially true,PolitiFact,2015-06-01T00:00:00,['budget'],1,32,https://www.politifact.com/factchecks/2015/jun/01/chris-taylor/rep-chris-taylor-says-gov-scott-walkers-budget-fil/,,,,
67921,73674,65427,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,genuine,true,true,PolitiFact,2015-05-13T00:00:00,['budget'],1,22,https://www.politifact.com/factchecks/2015/may/13/senate-democrats/Democrats-parlay-votes-on-transportation-bill-into/,,,,
67936,73638,65442,"Says the estate tax, ""in many cases,"" forces family farmers and small businesses owners to sell their holdings.",misleading,false,false,PolitiFact,2015-05-03T00:00:00,['tax'],1,18,https://www.politifact.com/factchecks/2015/may/03/robert-hurt/hurt-amiss-linking-estate-tax-small-farm-businesse/,,,,
67948,72867,65453,"""The fastest-growing part of the Pentagon's budget are health care expenses.""",genuine,true,true,PolitiFact,2015-04-21T00:00:00,['budget'],1,11,https://www.politifact.com/factchecks/2015/apr/21/evan-bayh/former-senator-evan-bayh-says-fastest-growing-defe/,,,,
67955,72879,65460,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.""",genuine,true,true,PolitiFact,2015-04-23T00:00:00,['employment'],1,28,https://www.politifact.com/factchecks/2015/apr/23/texas-organizing-project/group-black-texans-have-higher-unemployment-rate-w/,,,,
67958,72877,65463,"""I can tell you with certainty would have a devastating impact on our economy.""",misleading,false,false,PolitiFact,2015-04-23T00:00:00,['macroeconomy'],1,14,https://www.politifact.com/factchecks/2015/apr/23/marco-rubio/rubio-cap-and-trade-would-hurt-economy-might-not-h/,,,,
67975,72848,65480,A $5-a-night hotel/motel tax that's part of the transportation bill will hurt Georgia's convention business by adding extra costs for large groups coming to the state.,genuine,mostly-true,partially true,PolitiFact,2015-04-15T00:00:00,['tax'],1,26,https://www.politifact.com/factchecks/2015/apr/15/michael-t-owens/new-hotel-fee-adds-costs-not-always-guests/,,,,
67976,72851,65481,"""Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples — even if the Supreme Court strikes down Texas' marriage ban later this year.""",genuine,mostly-true,partially true,PolitiFact,2015-04-15T00:00:00,"['employment', 'pension']",2,34,https://www.politifact.com/factchecks/2015/apr/15/tim-cook/apples-tim-cook-texas-considering-law-punish-clerk/,,,,
67983,72853,65488,"""We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.""",genuine,true,true,PolitiFact,2015-04-16T00:00:00,['income'],1,22,https://www.politifact.com/factchecks/2015/apr/16/jeb-bush/jeb-bush-correct-median-income-has-fallen-us-end-r/,,,,
67994,72812,65499,"Says Hillary Clinton will receive her ""congressional salary until she dies"" and the Secret Service pays her mortgage.",misleading,pants-fire,false,PolitiFact,2015-04-06T00:00:00,"['employment', 'interest_mortgage']",2,18,https://www.politifact.com/factchecks/2015/apr/06/chain-email/chain-email-secret-service-pays-clintons-mortgage/,,,,
68007,72827,65512,"""Iran's defense budget is $30 billion. Our defense budget is closer to $600 billion.""",genuine,mostly-true,partially true,PolitiFact,2015-04-09T00:00:00,['budget'],1,14,https://www.politifact.com/factchecks/2015/apr/09/barack-obama/obama-iran-spends-30-billion-defense-us-about-600-/,,,,
68014,73621,65519,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",genuine,true,true,PolitiFact,2015-03-27T00:00:00,['debt'],1,25,https://www.politifact.com/factchecks/2015/mar/27/tom-price/prices-budget-point-about-rising-deficits-money/,,,,
68016,73618,65521,"Florida is ""one of the few states that has actually had a narrowing of the achievement gap based on income, or based on race or ethnicity.""",genuine,mostly-true,partially true,PolitiFact,2015-03-27T00:00:00,['income'],1,26,https://www.politifact.com/factchecks/2015/mar/27/jeb-bush/jeb-bush-praises-florida-closing-achievement-gap/,,,,
68058,73561,65562,"Says Gov. Scott Walker's proposed budget ""would sell off Wisconsin's state parks.""",misleading,false,false,PolitiFact,2015-03-10T00:00:00,['budget'],1,12,https://www.politifact.com/factchecks/2015/mar/10/state-democratic-party-wisconsin/democratic-party-says-scott-walker-proposed-sellin/,,,,
68066,73566,65570,"Medicaid is close to 30 percent of the state budget and ""the biggest expenditure at the state.""",genuine,mostly-true,partially true,PolitiFact,2015-03-12T00:00:00,['budget'],1,17,https://www.politifact.com/factchecks/2015/mar/12/florida-chamber-commerce/florida-considers-medicaid-expansion-chamber-makes/,,,,
68071,73527,65575,"""...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.""",genuine,mostly-true,partially true,PolitiFact,2015-03-02T00:00:00,['public_spending'],1,17,https://www.politifact.com/factchecks/2015/mar/02/dave-brat/brat-us-school-spending-375-percent-over-30-years-/,,,,
68074,73529,65578,"Six of the nation's 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",genuine,true,true,PolitiFact,2015-03-02T00:00:00,['income'],1,19,https://www.politifact.com/factchecks/2015/mar/02/scott-walker/scott-walker-says-most-10-richest-counties-are-aro/,,,,
68117,73129,65621,Our median household income in 2013 was the highest in the nation.,genuine,mostly-true,partially true,PolitiFact,2015-02-13T00:00:00,['income'],1,12,https://www.politifact.com/factchecks/2015/feb/13/maggie-hassan/maggie-hassan-says-nh-had-highest-median-income-us/,,,,
68139,73106,65643,The governor's budget proposal reduces the state austerity cut to education to under $500 million for 2016.,genuine,true,true,PolitiFact,2015-02-06T00:00:00,['budget'],1,17,https://www.politifact.com/factchecks/2015/feb/06/alan-essig/essig-accurate-education-austerity-cuts-under-500-/,,,,
68179,73242,65683,"""Our unemployment rate is now lower than it was before the financial crisis.""",genuine,mostly-true,partially true,PolitiFact,2015-01-21T00:00:00,['employment'],1,13,https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-unemployment-rate-now-lower-fina/,,,,
68181,73244,65685,"The economy is ""creating jobs at the fastest pace since 1999.""",genuine,true,true,PolitiFact,2015-01-21T00:00:00,['macroeconomy'],1,11,https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-us-economy-creating-jobs-fastest/,,,,
68186,73209,65690,"State ""school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.""",genuine,true,true,PolitiFact,2015-01-12T00:00:00,['inflation'],1,16,https://www.politifact.com/factchecks/2015/jan/12/virginia-education-association/teachers-group-says-vas-school-funding-16-below-in/,,,,
68194,73216,65698,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgia's advantage in landing the company's USA corporate headquarters.,genuine,true,true,PolitiFact,2015-01-14T00:00:00,['tax'],1,24,https://www.politifact.com/factchecks/2015/jan/14/mark-drewniak/new-jerseys-taxes-cost-living-paid-georgia/,,,,
68219,73188,65722,"Says President Barack Obama has ""not proposed one thing that would change"" the fact that Warren Buffett pays a lower tax rate than his secretary.",misleading,false,false,PolitiFact,2015-01-07T00:00:00,['tax'],1,25,https://www.politifact.com/factchecks/2015/jan/07/louie-gohmert/louie-gohmert-says-obama-has-not-proposed-one-tax-/,,,,
68227,71590,65730,"The federal budget bill ""reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.""",genuine,mostly-true,partially true,PolitiFact,2014-12-15T00:00:00,"['budget', 'investment']",2,26,https://www.politifact.com/factchecks/2014/dec/15/michael-needham/cromnibus-includes-taxpayer-funding-four-seasons-h/,,,,
68242,71607,65745,"Two-thirds of the federal budget is ""permanent law ... it's permanently appropriated.""",genuine,mostly-true,partially true,PolitiFact,2014-12-19T00:00:00,['budget'],1,12,https://www.politifact.com/factchecks/2014/dec/19/ron-johnson/most-federal-spending-permanently-appropriated-wis/,,,,
68250,71561,65753,"At the 50 Milwaukee schools serving ""at least 80% African-American and at least 80% low income"" students, the reading proficiency is 8%.",genuine,true,true,PolitiFact,2014-12-05T00:00:00,['income'],1,22,https://www.politifact.com/factchecks/2014/dec/05/alberta-darling/alberta-darling-says-reading-proficiency-8-50-low-/,,,,
68278,72477,65781,"""Our median income here in Providence is the same as the median income in Mississippi.""",genuine,mostly-true,partially true,PolitiFact,2014-11-27T00:00:00,['income'],1,15,https://www.politifact.com/factchecks/2014/nov/27/jorge-elorza/mayor-elect-jorge-elorza-says-providence-has-same-/,,,,
68280,72478,65783,Wisconsin is below the national average in wage growth and job growth.,genuine,true,true,PolitiFact,2014-11-28T00:00:00,['employment'],1,12,https://www.politifact.com/factchecks/2014/nov/28/chuck-todd/under-scott-walker-wisconsin-lags-us-wage-job-grow/,,,,
68283,71549,65786,"""Wisconsin's state budget is almost twice as large per person as the state budget of Texas, and even after billions in tax cuts, Wisconsin's working families and businesses remain subject to a heavy tax burden.""",genuine,mostly-true,partially true,PolitiFact,2014-12-01T00:00:00,"['tax', 'budget']",2,35,https://www.politifact.com/factchecks/2014/dec/01/mario-loyola/mario-loyola-says-even-cuts-wisconsin-spending-and/,,,,
68365,72625,65868,"Says Rand Paul ""has put out budgets to cut the military in half.""",misleading,false,false,PolitiFact,2014-10-26T00:00:00,['budget'],1,13,https://www.politifact.com/factchecks/2014/oct/26/adam-kinzinger/claim-rand-pauls-budget-would-cut-military-half/,,,,
68395,72556,65898,"""As mayor, raised taxes three times.""",genuine,mostly-true,partially true,PolitiFact,2014-10-14T00:00:00,['tax'],1,6,https://www.politifact.com/factchecks/2014/oct/14/american-leadhership-pac/american-leadhership-ad-ignores-three-years-allan-/,,,,
68417,72523,65920,"The cost of ""health care is now the single-biggest factor driving down"" the federal budget deficit.",genuine,mostly-true,partially true,PolitiFact,2014-10-08T00:00:00,"['budget', 'deficit']",2,16,https://www.politifact.com/factchecks/2014/oct/08/barack-obama/obama-health-care-driving-down-deficit/,,,,
68441,72499,65944,"""Most people in New Hampshire want to raise the minimum wage. Garcia opposes it.""",genuine,mostly-true,partially true,PolitiFact,2014-10-03T00:00:00,['employment'],1,14,https://www.politifact.com/factchecks/2014/oct/03/americans-responsible-solutions/gabby-giffords-group-says-people-nh-want-raise-min/,,,,
68451,72789,65954,"""In 2001 and '02 . . . we had the pension system funded at 100% level in that year, and we did for two years at that point.""",misleading,false,false,PolitiFact,2014-09-28T00:00:00,['pension'],1,28,https://www.politifact.com/factchecks/2014/sep/28/vincent-buddy-cianci/buddy-cianci-says-2001-and-02-when-he-was-providen/,,,,
68454,72791,65957,"In the last 10 years, Georgia's middle class income has dropped $6,500.",genuine,true,true,PolitiFact,2014-09-29T00:00:00,['income'],1,12,https://www.politifact.com/factchecks/2014/sep/29/jason-carter/carter-claim-about-median-household-income-target/,,,,
68505,72740,66008,"""There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.""",genuine,mostly-true,partially true,PolitiFact,2014-09-18T00:00:00,['employment'],1,21,https://www.politifact.com/factchecks/2014/sep/18/facebook-posts/can-someone-afford-apartment-making-minimum-wage/,,,,
68536,72668,66039,"""Over 73% of all donations raised are going to fundraising, overhead, executive salaries, and external donations.""",misleading,pants-fire,false,PolitiFact,2014-09-02T00:00:00,['employment'],1,16,https://www.politifact.com/factchecks/2014/sep/02/blog-posting/bloggers-incorrectly-blast-als-ice-bucket-challeng/,,,,
68543,72678,66046,"Says Mark Pryor voted ""to give Social Security benefits to illegal immigrants.""",misleading,false,false,PolitiFact,2014-09-04T00:00:00,['pension'],1,12,https://www.politifact.com/factchecks/2014/sep/04/national-republican-senatorial-committee/did-mark-pryor-vote-give-social-security-benefits-/,,,,
68555,71522,66058,"Says Thom Tillis ""gives tax breaks to yacht and jet owners.""",misleading,false,false,PolitiFact,2014-08-26T00:00:00,['tax'],1,11,https://www.politifact.com/factchecks/2014/aug/26/senate-majority-pac/ad-says-senate-candidate-thom-tillis-gave-tax-brea/,,,,
68563,71528,66066,"Wisconsin is ""dead last in income growth"" among midwestern states during Gov. Scott Walker's term.",genuine,true,true,PolitiFact,2014-08-28T00:00:00,['income'],1,15,https://www.politifact.com/factchecks/2014/aug/28/blog-posting/bloggers-say-wisconsin-ranks-last-income-growth-/,,,,
68568,71527,66071,"""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.""",genuine,mostly-true,partially true,PolitiFact,2014-08-28T00:00:00,"['tax', 'income', 'company_finance']",3,27,https://www.politifact.com/factchecks/2014/aug/28/bernie-sanders/bernie-sanders-says-tax-share-paid-corporations-ha/,,,,
68572,71489,66075,"Jason Carter backed three of Nathan Deal's budgets but accuses the governor of ""underfunding education.""",genuine,true,true,PolitiFact,2014-08-20T00:00:00,['budget'],1,15,https://www.politifact.com/factchecks/2014/aug/20/john-padgett/gop-chair-correct-carter-voted-3-4-deal-budgets/,,,,
68599,71467,66102,"""Wisconsin is #1 in the Midwest for personal income growth over the year.""",genuine,true,true,PolitiFact,2014-08-14T00:00:00,['income'],1,13,https://www.politifact.com/factchecks/2014/aug/14/scott-walker/scott-walker-says-wisconsin-tops-its-neighbors-inc/,,,,
68617,71432,66120,"""The music industry is the biggest export from Africa after oil and gas.""",misleading,false,false,PolitiFact,2014-08-07T00:00:00,['trade'],1,13,https://www.politifact.com/factchecks/2014/aug/07/dbanj/nigerias-bono-claims-music-one-africas-biggest-exp/,,,,
68622,71443,66125,"""I've either balanced every budget or we turned back a surplus.""",misleading,false,false,PolitiFact,2014-08-08T00:00:00,['budget'],1,11,https://www.politifact.com/factchecks/2014/aug/08/david-clarke-jr/david-clarke-jr-says-hes-never-had-budget-deficit-/,,,,
68623,71445,66126,"""In 1978, a student who worked a minimum-wage summer job could afford to pay a year's full tuition at the 4-year public university of their choice.""",genuine,mostly-true,partially true,PolitiFact,2014-08-08T00:00:00,['employment'],1,26,https://www.politifact.com/factchecks/2014/aug/08/facebook-posts/1978-someone-minimum-wage-could-earn-enough-summer/,,,,
68639,71406,66142,"Says U.S. Senate candidate Joni Ernst does not support ""a national minimum wage.""",genuine,mostly-true,partially true,PolitiFact,2014-08-01T00:00:00,['employment'],1,13,https://www.politifact.com/factchecks/2014/aug/01/bruce-braley/iowa-senate-candidate-rep-bruce-braley-says-joni-e/,,,,
