id,statement,binary_label,binary_label_name,label,label_name,split,original_split,matched_pair_id,broad_topic,subject,speaker,date,word_count,statement_normalised,matched_financial_subjects,matched_high_confidence_terms,matched_supporting_terms,financial_match_source
6757,Says Texas has the 15th largest economy in the world.,1,genuine,5,true,train,train,train_pair_0070,macroeconomy,economy;states,texas secession petition,"November 9, 2012",10,says texas has the 15th largest economy in the world,economy,,economy,subject_and_supporting_text
5426,"Gas prices have doubled because ""Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",0,misleading,1,false,train,train,train_pair_0811,taxation,climate change;energy;gas prices;message machine 2012,american energy alliance,"March 27, 2012",39,gas prices have doubled because obama opposed exploring for energy in alaska he gave millions of tax dollars to solyndra which then went bankrupt and he blocked the keystone pipeline so we will all pay more at the pump,gas prices,bankruptcy,gas_price;tax,high_confidence_and_subject
4927,More than one in five of veterans aged 20 to 24 can't find a job to support their family or to ease the transition to civilian life.,1,genuine,4,mostly_true,train,train,train_pair_0266,labour_and_income,economy;jobs;military;veterans,sherrod brown,"January 18, 2012",27,more than one in five of veterans aged 20 to 24 can t find a job to support their family or to ease the transition to civilian life,economy;jobs,,job,subject_and_supporting_text
18743,The majority of minimum wage workers...are mothers.,0,misleading,1,false,train,train,train_pair_0113,labour_and_income,income;women;workers,abigail spanberger,"October 20, 2020",7,the majority of minimum wage workers are mothers,income;workers,minimum_wage,wage,high_confidence_and_subject
4888,"Gov. Bob McDonnell's budget plan takes ""money out of our classrooms to pave roads.",1,genuine,5,true,train,train,train_pair_0362,public_finance,education;state budget,donald mceachin,"January 11, 2012",14,gov bob mcdonnell s budget plan takes money out of our classrooms to pave roads,state budget,,budget,subject_and_supporting_text
2261,About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,0,misleading,1,false,train,train,train_pair_0394,public_finance,state budget,ted strickland,"September 17, 2010",17,about 4 89 billion in one time money was used to balance the current state general revenue fund budget,state budget,,budget;revenue,subject_and_supporting_text
1178,"Three presidents in the last century — Harding, Kennedy and Reagan — all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite.",0,misleading,1,false,train,train,train_pair_0804,taxation,economy;federal budget;history;taxes,tom mcclintock,"October 27, 2009",34,three presidents in the last century harding kennedy and reagan all cut taxes during recessions and produced rapid and dramatic economic recoveries while two herbert hoover and barack obama did the opposite,economy;federal budget;taxes,,economic;tax,subject_and_supporting_text
999,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,1,genuine,4,mostly_true,train,train,train_pair_0441,public_finance,economy;stimulus,steny hoyer,"July 21, 2009",24,there were more job losses per month in the last three months under president bush than in the past three months under president obama,economy;stimulus,,job,subject_and_supporting_text
7075,"There are 3.6 million jobs sitting vacant, in part because there aren't enough qualified applicants to fill them.",1,genuine,4,mostly_true,train,train,train_pair_0205,labour_and_income,economy;jobs,virginia foxx,"March 12, 2013",18,there are 3 6 million jobs sitting vacant in part because there aren t enough qualified applicants to fill them,economy;jobs,,job,subject_and_supporting_text
2412,"For the first time in history, Wisconsin has more government jobs than manufacturing jobs.",1,genuine,4,mostly_true,train,train,train_pair_0163,labour_and_income,jobs;message machine 2010,leah vukmir,"October 9, 2010",14,for the first time in history wisconsin has more government jobs than manufacturing jobs,jobs,,job,subject_and_supporting_text
4474,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",0,misleading,1,false,train,train,train_pair_0514,taxation,corporations;deficit;economy;financial regulation;government regulation;occupy wall street;taxes,occupy providence,"October 19, 2011",9,minimum wage 16 000 year ceo goldman sachs lloyd blankfein 16 000 hour,corporations;deficit;economy;financial regulation;taxes,minimum_wage,wage,high_confidence_and_subject
2863,"More than 125 jobs have been created"" at the Milwaukee Job Corps Center.",1,genuine,4,mostly_true,train,train,train_pair_0150,labour_and_income,jobs,tom barrett,"November 19, 2010",13,more than 125 jobs have been created at the milwaukee job corps center,jobs,,job,subject_and_supporting_text
4786,Fifty percent of Speaker Gingrich's tax plan goes to the top 1 percent.,1,genuine,4,mostly_true,train,train,train_pair_0589,taxation,new hampshire 2012;taxes,barack obama,"December 20, 2011",13,fifty percent of speaker gingrich s tax plan goes to the top 1 percent,taxes,,tax,subject_and_supporting_text
13881,"Says a proposed $1.05 billion Austin school district bond proposition ""will require no tax rate increase.",1,genuine,4,mostly_true,train,train,train_pair_0653,taxation,children;debt;education,committee of austin's children pac,"September 24, 2017",16,says a proposed 1 05 billion austin school district bond proposition will require no tax rate increase,debt,,bond;tax,subject_and_supporting_text
252,Mike Huckabee raised taxes on dog groomers!,1,genuine,4,mostly_true,train,train,train_pair_0501,taxation,taxes,spike the romney attack dog,"January 2, 2008",7,mike huckabee raised taxes on dog groomers,taxes,,tax,subject_and_supporting_text
20222,The Virginia Employment Commission is sixth in the nation for getting benefits to eligible people quickly…,1,genuine,4,mostly_true,train,train,train_pair_0196,labour_and_income,jobs,ralph northam,"August 18, 2021",16,the virginia employment commission is sixth in the nation for getting benefits to eligible people quickly,jobs,,employment,subject_and_supporting_text
3563,"For four years, we balanced the budget and paid off $405 billion in debt.",0,misleading,1,false,train,train,train_pair_0358,public_finance,deficit;economy;federal budget,newt gingrich,"May 11, 2011",14,for four years we balanced the budget and paid off 405 billion in debt,deficit;economy;federal budget,,budget;debt,subject_and_supporting_text
12662,"Says Democratic challenger for his N.C. House seat ""raised taxes on clothing, school supplies – even baby diapers!",0,misleading,0,pants_on_fire,train,train,train_pair_0697,taxation,candidate biography;county budget;negative campaigning;states;taxes,chris malone,"September 28, 2016",18,says democratic challenger for his n c house seat raised taxes on clothing school supplies even baby diapers,taxes,,tax,subject_and_supporting_text
4506,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,1,genuine,4,mostly_true,train,train,train_pair_0097,macroeconomy,economy;poverty,lloyd doggett,"September 21, 2011",20,says the main central texas food bank is delivering 50 percent more food to the poor than three years ago,economy,,bank,subject_and_supporting_text
1242,"A recent drop in the unemployment rate is questionable because it was calculated ""over two days of the Thanksgiving week.",0,misleading,1,false,train,train,train_pair_0221,labour_and_income,economy;pundits;workers,rush limbaugh,"December 8, 2009",20,a recent drop in the unemployment rate is questionable because it was calculated over two days of the thanksgiving week,economy;workers,unemployment_rate,unemployment,high_confidence_and_subject
638,McCain voted 19 times against a minimum-wage increase.,1,genuine,5,true,train,train,train_pair_0287,public_finance,federal budget,joe biden,"August 27, 2008",8,mccain voted 19 times against a minimum wage increase,federal budget,,wage,subject_and_supporting_text
11172,"Fifty years ago, the average GM employee could pay for a year of a son or daughter's college tuition on just two weeks wages.",1,genuine,4,mostly_true,train,train,train_pair_0252,labour_and_income,corporations;corrections and updates;education;income;workers,martin o'malley,"January 14, 2016",24,fifty years ago the average gm employee could pay for a year of a son or daughter s college tuition on just two weeks wages,corporations;income;workers,,wage,subject_and_supporting_text
8258,"Members of the military don't ""contribute toward their pension.",1,genuine,5,true,train,train,train_pair_0303,public_finance,deficit;federal budget;military;pensions;retirement,paul ryan,"December 19, 2013",9,members of the military don t contribute toward their pension,deficit;federal budget;pensions,pension,,high_confidence_and_subject
6020,"Tim Kaine, as governor, proposed tax increases on people earning ""as little as $17,000.",1,genuine,5,true,train,train,train_pair_0612,taxation,state budget;taxes,george allen,"July 21, 2012",14,tim kaine as governor proposed tax increases on people earning as little as 17 000,state budget;taxes,,tax,subject_and_supporting_text
5799,"Ronald Reagan ""raised taxes in 1982, 1984, 1985, 1986 and 1987.",1,genuine,5,true,train,train,train_pair_0545,taxation,deficit;taxes,gerry connolly,"June 5, 2012",11,ronald reagan raised taxes in 1982 1984 1985 1986 and 1987,deficit;taxes,,tax,subject_and_supporting_text
12179,"Says that under the Obama administration, ""the debt has nearly doubled.",1,genuine,4,mostly_true,train,train,train_pair_0323,public_finance,economy,mike pence,"August 2, 2016",11,says that under the obama administration the debt has nearly doubled,economy,,debt,subject_and_supporting_text
3710,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,0,misleading,1,false,train,train,train_pair_0424,public_finance,deficit;federal budget;medicare;social security,scott rigell,"June 3, 2011",20,the national debt really added up 75 trillion in 2010 and is on track to hit 99 trillion this year,deficit;federal budget;social security,,debt,subject_and_supporting_text
13331,China account(s) for 90 percent of North Korean trade.,1,genuine,5,true,train,train,train_pair_0002,trade,china;foreign policy;trade,rex tillerson,"April 28, 2017",9,china account s for 90 percent of north korean trade,trade,,trade,subject_and_supporting_text
3358,Corporate taxes will soon be the highest in the industrialized world.,1,genuine,4,mostly_true,train,train,train_pair_0538,taxation,corporations;taxes,marco rubio,"March 30, 2011",11,corporate taxes will soon be the highest in the industrialized world,corporations;taxes,corporate_tax,tax,high_confidence_and_subject
9811,"Says President Barack Obama has ""not proposed one thing that would change"" the fact that Warren Buffett pays a lower tax rate than his secretary.",0,misleading,1,false,train,train,train_pair_0772,taxation,taxes,louie gohmert,"January 5, 2015",25,says president barack obama has not proposed one thing that would change the fact that warren buffett pays a lower tax rate than his secretary,taxes,,tax,subject_and_supporting_text
5733,"Giving the facts: 73,000 jobs created ... since '11. Do you know how many direct jobs in the auto industry? 1,800.",1,genuine,4,mostly_true,train,train,train_pair_0234,labour_and_income,economy;jobs,john kasich,"June 3, 2012",21,giving the facts 73 000 jobs created since 11 do you know how many direct jobs in the auto industry 1 800,economy;jobs,,job,subject_and_supporting_text
1901,"Republicans extended unemployment insurance under President Bush ""when he asked to extend unemployment insurance.",1,genuine,4,mostly_true,train,train,train_pair_0161,labour_and_income,this week - abc news;workers,david axelrod,"July 11, 2010",14,republicans extended unemployment insurance under president bush when he asked to extend unemployment insurance,workers,,unemployment,subject_and_supporting_text
4764,Says Oregon canned blueberries will be cheaper in South Korea thanks to a trade agreement.,1,genuine,4,mostly_true,train,train,train_pair_0003,trade,trade,ron wyden,"December 12, 2011",15,says oregon canned blueberries will be cheaper in south korea thanks to a trade agreement,trade,,trade,subject_and_supporting_text
11497,"Wisconsin's ""effective"" unemployment rate is 20 percent.",0,misleading,1,false,train,train,train_pair_0112,labour_and_income,economy;jobs,donald trump,"March 29, 2016",7,wisconsin s effective unemployment rate is 20 percent,economy;jobs,unemployment_rate,unemployment,high_confidence_and_subject
2900,"On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.",1,genuine,4,mostly_true,train,train,train_pair_0274,labour_and_income,agriculture;china;economy,todd staples,"December 29, 2010",31,on average americans spend less than 10 percent of their disposable income on food compare that to folks in mexico who spend 22 percent china 28 percent and russia 37 percent,economy,,income,subject_and_supporting_text
3765,This is the slowest job recovery since Hoover.,0,misleading,1,false,train,train,train_pair_0115,labour_and_income,economy;history;jobs,mitt romney,"June 16, 2011",8,this is the slowest job recovery since hoover,economy;jobs,,job,subject_and_supporting_text
5658,"Says he ""earned the highest possible credit ratings as state treasurer.",1,genuine,4,mostly_true,train,train,train_pair_0020,banking_and_credit,message machine 2012,josh mandel,"May 23, 2012",11,says he earned the highest possible credit ratings as state treasurer,,credit_rating,credit,high_confidence_text
11260,"Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.",0,misleading,0,pants_on_fire,train,train,train_pair_0272,labour_and_income,economy;jobs,donald trump,"February 9, 2016",30,don t believe those phony numbers when you hear 4 9 and 5 percent unemployment the number s probably 28 29 as high as 35 in fact i even heard recently 42 percent,economy;jobs,,unemployment,subject_and_supporting_text
9891,"The U.S. unemployment rate has ""been massaged, it's been doctored.",0,misleading,0,pants_on_fire,train,train,train_pair_0122,labour_and_income,economy;jobs,rick perry,"January 26, 2015",10,the u s unemployment rate has been massaged it s been doctored,economy;jobs,unemployment_rate,unemployment,high_confidence_and_subject
9056,We cut property taxes for seniors and our middle class.,1,genuine,4,mostly_true,train,train,train_pair_0530,taxation,taxes,charlie crist,"July 7, 2014",10,we cut property taxes for seniors and our middle class,taxes,property_tax,tax,high_confidence_and_subject
352,Hillary Clinton believed NAFTA was a 'boon' to our economy.,0,misleading,1,false,train,train,train_pair_0069,macroeconomy,economy,barack obama,"February 13, 2008",10,hillary clinton believed nafta was a boon to our economy,economy,,economy,subject_and_supporting_text
1097,"The Obama administration's cap-and-trade plan would create ""a $1,761 yearly energy tax.",0,misleading,1,false,train,train,train_pair_0558,taxation,environment;cap and trade;climate change;energy,lamar alexander,"September 16, 2009",12,the obama administration s cap and trade plan would create a 1 761 yearly energy tax,,,tax;trade,multiple_text_signals
2148,"In Rhode Island ""there are 150 different pension plans for public workers.",1,genuine,5,true,train,train,train_pair_0332,public_finance,economy;public service;retirement;state budget;workers,"kernan ""kerry"" king","August 21, 2010",12,in rhode island there are 150 different pension plans for public workers,economy;state budget;workers,pension,,high_confidence_and_subject
6089,"Says U.S. Rep. Martin Heinrich ""spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.",0,misleading,1,false,train,train,train_pair_0736,taxation,jobs;message machine 2012;stimulus,american future fund,"August 9, 2012",22,says u s rep martin heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas,jobs;stimulus,stimulus,job;tax,high_confidence_and_subject
4900,"Says she got unions to agree to ""about $10 million in reduction"" of salaries and health benefits while serving as Dane County executive in Wisconsin.",1,genuine,5,true,train,train,train_pair_0453,public_finance,county budget;county government;labor;unions,kathleen falk,"January 8, 2012",25,says she got unions to agree to about 10 million in reduction of salaries and health benefits while serving as dane county executive in wisconsin,labor,,salary,subject_and_supporting_text
4712,"Says ""our unemployment insurance trust fund is broke. We're over a billion dollars in debt to the federal government.",1,genuine,5,true,train,train,train_pair_0415,public_finance,jobs;state budget,jay webber,"November 28, 2011",19,says our unemployment insurance trust fund is broke we re over a billion dollars in debt to the federal government,jobs;state budget,,debt;unemployment,subject_and_supporting_text
3181,"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.",1,genuine,5,true,train,train,train_pair_0223,labour_and_income,economy;jobs,john kasich,"February 22, 2011",20,we have lost 600 000 jobs over the period of the last 10 years only michigan and california have done worse,economy;jobs,,job,subject_and_supporting_text
3071,"Over the last two years since President Obama has taken office, the federal government has added 200,000 new federal jobs.",0,misleading,1,false,train,train,train_pair_0422,public_finance,federal budget;workers,john boehner,"February 15, 2011",20,over the last two years since president obama has taken office the federal government has added 200 000 new federal jobs,federal budget;workers,,job,subject_and_supporting_text
13885,"The NFL is ""getting massive tax breaks.",1,genuine,4,mostly_true,train,train,train_pair_0504,taxation,baseball;federal budget;sports;taxes,donald trump,"October 10, 2017",7,the nfl is getting massive tax breaks,federal budget;taxes,,tax,subject_and_supporting_text
15050,"Every state that has put in a graduated income tax, the middle class always pays more.",0,misleading,1,false,train,train,train_pair_0661,taxation,taxes,bruce rauner,"August 22, 2018",16,every state that has put in a graduated income tax the middle class always pays more,taxes,income_tax,income;tax,high_confidence_and_subject
3000,"In the 1980s, ""The lowest income people had the biggest gains.",0,misleading,1,false,train,train,train_pair_0541,taxation,economy;history;income;pundits;taxes,steve moore,"February 2, 2011",11,in the 1980s the lowest income people had the biggest gains,economy;income;taxes,,income,subject_and_supporting_text
12271,"On job creation numbers in the latest Start-Up NY report: ""This is a significant number of overcounts in the compilation that I've looked at.",0,misleading,1,false,train,train,train_pair_0252,labour_and_income,economy;jobs,robin schimminger,"August 3, 2016",24,on job creation numbers in the latest start up ny report this is a significant number of overcounts in the compilation that i ve looked at,economy;jobs,,job,subject_and_supporting_text
4570,Ronald Reagan raised the national debt 18 times.,1,genuine,5,true,train,train,train_pair_0291,public_finance,deficit,jim webb,"November 4, 2011",8,ronald reagan raised the national debt 18 times,deficit,national_debt,debt,high_confidence_and_subject
7887,"Because of the 2011 debt ceiling fight, ""the stock market lost 2,000 points.",1,genuine,4,mostly_true,train,train,train_pair_0355,public_finance,economy,charles schumer,"October 6, 2013",13,because of the 2011 debt ceiling fight the stock market lost 2 000 points,economy,stock_market,debt;market;stock,high_confidence_and_subject
5100,"For the first time since 1990, American manufacturers are creating new jobs.",0,misleading,1,false,train,train,train_pair_0139,labour_and_income,economy;jobs,barack obama,"February 15, 2012",12,for the first time since 1990 american manufacturers are creating new jobs,economy;jobs,,job,subject_and_supporting_text
2068,The state budget has gone up over 80 percent under Rick Perry.,1,genuine,4,mostly_true,train,train,train_pair_0331,public_finance,state budget,bill white,"August 9, 2010",12,the state budget has gone up over 80 percent under rick perry,state budget,state_budget,budget,high_confidence_and_subject
16737,Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America.,0,misleading,1,false,train,train,train_pair_0219,labour_and_income,corporations;jobs;technology,donald trump,"November 20, 2019",19,today i opened a major apple manufacturing plant in texas that will bring high paying jobs back to america,corporations;jobs,,job,subject_and_supporting_text
11195,We now have more jobs in solar than we do in oil.,0,misleading,1,false,train,train,train_pair_0145,labour_and_income,environment;economy;energy;jobs;labor,hillary clinton,"December 8, 2015",12,we now have more jobs in solar than we do in oil,economy;jobs;labor,,job,subject_and_supporting_text
8912,Only one out of 10 minimum wage workers today are teen age or a young person.,0,misleading,1,false,train,train,train_pair_0189,labour_and_income,economy;punditfact,katrina vanden heuvel,"June 8, 2014",16,only one out of 10 minimum wage workers today are teen age or a young person,economy,minimum_wage,wage,high_confidence_and_subject
4562,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.",0,misleading,1,false,train,train,train_pair_0689,taxation,this week - abc news;taxes,john boehner,"November 6, 2011",18,over half of the people who would be taxed under a millionaire surtax are in fact small businesspeople,taxes,,tax,subject_and_supporting_text
4825,Says taking millionaires off food stamps and unemployment would save $20 million.,1,genuine,4,mostly_true,train,train,train_pair_0566,taxation,deficit;federal budget;jobs;taxes,kay bailey hutchison,"December 12, 2011",12,says taking millionaires off food stamps and unemployment would save 20 million,deficit;federal budget;jobs;taxes,,unemployment,subject_and_supporting_text
18502,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.",0,misleading,1,false,train,train,train_pair_0158,labour_and_income,economy;jobs,donald trump,"September 29, 2020",13,in manufacturing i brought back 700 000 jobs obama and biden brought back nothing,economy;jobs,,job,subject_and_supporting_text
2134,"Rob Portman is ""the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.",0,misleading,1,false,train,train,train_pair_0222,labour_and_income,economy,lee fisher,"July 31, 2010",20,rob portman is the one who actually sucked the jobs out of the mahoning valley and sent them to china,economy,,job,subject_and_supporting_text
2430,(Strickland) raised taxes last year to the tune of $840 million.,1,genuine,4,mostly_true,train,train,train_pair_0536,taxation,taxes,john kasich,"October 4, 2010",11,strickland raised taxes last year to the tune of 840 million,taxes,,tax,subject_and_supporting_text
1122,The richest 1 percent have more financial wealth than the bottom 95 percent combined.,1,genuine,4,mostly_true,train,train,train_pair_0160,labour_and_income,economy;poverty;workers,michael moore,"September 29, 2009",14,the richest 1 percent have more financial wealth than the bottom 95 percent combined,economy;workers,,financial,subject_and_supporting_text
4967,Says Ohio has 77 job training programs spread across 13 state agencies.,1,genuine,5,true,train,train,train_pair_0141,labour_and_income,economy;jobs,john kasich,"January 10, 2012",12,says ohio has 77 job training programs spread across 13 state agencies,economy;jobs,,job,subject_and_supporting_text
2312,"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. … I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.",0,misleading,1,false,train,train,train_pair_0498,public_finance,county budget,bob hackworth,"September 14, 2010",43,the downsizing of pinellas county government resulted in about 1 200 people being laid off in a 12 percent unemployment market i can tell you that every one of them was hired from the time that ms latvala went into office in 2000,,,market;unemployment,multiple_text_signals
713,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",1,genuine,5,true,train,train,train_pair_0557,taxation,taxes,barack obama,"September 26, 2008",12,john mccain wants to give oil companies another 4 billion in tax breaks,taxes,,tax,subject_and_supporting_text
8873,From the 'Do As I Say Not As I Do' department: federal employees owe $3.3 billion in back taxes.,1,genuine,4,mostly_true,train,train,train_pair_0702,taxation,taxes,michael sullivan,"May 23, 2014",19,from the do as i say not as i do department federal employees owe 3 3 billion in back taxes,taxes,,tax,subject_and_supporting_text
19286,"If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.",0,misleading,1,false,train,train,train_pair_0213,labour_and_income,economy;jobs,joe biden,"February 16, 2021",18,if we kept the minimum wage indexed to inflation people would be making 20 an hour right now,economy;jobs,inflation;minimum_wage,wage,high_confidence_and_subject
5685,Women have come through the recession worse off than men … the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,1,genuine,4,mostly_true,train,train,train_pair_0277,labour_and_income,economy;jobs,caroline casagrande,"April 29, 2012",38,women have come through the recession worse off than men the numbers bear that out we went from a 7 percent unemployment rate for women when he president barack obama was elected to an 8 1 percent now,economy;jobs,recession;unemployment_rate,unemployment,high_confidence_and_subject
1567,"Says Republican state leaders are using ""Soviet-style"" budget management.",0,misleading,0,pants_on_fire,train,train,train_pair_0298,public_finance,state budget,bill white,"March 9, 2010",9,says republican state leaders are using soviet style budget management,state budget,,budget,subject_and_supporting_text
7101,"Seven of the 10 highest-income counties in the country ring the city"" of Washington D.C.",1,genuine,5,true,train,train,train_pair_0374,public_finance,corrections and updates;federal budget;pundits;wealth,sarah palin,"March 16, 2013",15,seven of the 10 highest income counties in the country ring the city of washington d c,federal budget;wealth,,income,subject_and_supporting_text
5139,"The biggest contribution"" behind a decrease in U.S. unemployment ""was 1.2 million people leaving the workforce",0,misleading,1,false,train,train,train_pair_0185,labour_and_income,economy;jobs,newt gingrich,"February 10, 2012",16,the biggest contribution behind a decrease in u s unemployment was 1 2 million people leaving the workforce,economy;jobs,,unemployment,subject_and_supporting_text
2559,Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,0,misleading,0,pants_on_fire,train,train,train_pair_0648,taxation,economy;jobs;message machine 2010;state budget;transparency,ted strickland,"October 13, 2010",16,congressman kasich wants to use our tax dollars to give secret bonuses to his corporate friends,economy;jobs;state budget,,tax,subject_and_supporting_text
2760,"Understand, this is unemployment insurance. It's not welfare, as a lot of my Republican colleagues like to suggest it is. You pay into it when you're working. You get help when you're not.",1,genuine,4,mostly_true,train,train,train_pair_0487,public_finance,deficit;economy;federal budget;jobs,sherrod brown,"November 30, 2010",33,understand this is unemployment insurance it s not welfare as a lot of my republican colleagues like to suggest it is you pay into it when you re working you get help when you re not,deficit;economy;federal budget;jobs,,unemployment,subject_and_supporting_text
6521,"Sherrod Brown ""failed to pay his own taxes three separate times.",1,genuine,5,true,train,train,train_pair_0548,taxation,message machine 2012;taxes,josh mandel,"October 2, 2012",11,sherrod brown failed to pay his own taxes three separate times,taxes,,tax,subject_and_supporting_text
16229,"Said, ""The Seven Years' War led to near bankruptcy for many countries; Britain's need to raise taxes fueled the American desire for independence.",1,genuine,4,mostly_true,train,train,train_pair_0755,taxation,history;state budget;taxes,kelly e. hastings,"June 30, 2019",23,said the seven years war led to near bankruptcy for many countries britain s need to raise taxes fueled the american desire for independence,state budget;taxes,bankruptcy,tax,high_confidence_and_subject
1444,If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.,1,genuine,5,true,train,train,train_pair_0469,public_finance,federal budget,george lemieux,"March 8, 2010",28,if we just froze spending at 2007 levels by 2013 we would balance the budget and by 2020 we would cut the national debt in half,federal budget,national_debt,budget;debt;spending,high_confidence_and_subject
3857,"Since I took office, we've created 76,800 jobs.",1,genuine,4,mostly_true,train,train,train_pair_0114,labour_and_income,jobs,rick scott,"June 17, 2011",8,since i took office we ve created 76 800 jobs,jobs,,job,subject_and_supporting_text
5948,"Says ""Obamacare"" is ""the largest middle-class tax increase in history.",0,misleading,0,pants_on_fire,train,train,train_pair_0523,taxation,federal budget;health care;taxes,jeff fitzgerald,"June 28, 2012",10,says obamacare is the largest middle class tax increase in history,federal budget;taxes,,tax,subject_and_supporting_text
5717,"Says ""Tommy Thompson's tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.",1,genuine,4,mostly_true,train,train,train_pair_0699,taxation,federal budget;taxes,tammy baldwin,"May 30, 2012",19,says tommy thompson s tax plan amounts to an average tax cut of almost 87 000 for the top 1 percent,federal budget;taxes,,tax,subject_and_supporting_text
12411,"Tom Suozzi raised taxes ""by hundreds of millions of dollars"" as Nassau County executive.",1,genuine,5,true,train,train,train_pair_0619,taxation,taxes,national republican congressional committee,"August 10, 2016",14,tom suozzi raised taxes by hundreds of millions of dollars as nassau county executive,taxes,,tax,subject_and_supporting_text
1356,One-third of the economic stimulus package was tax cuts.,1,genuine,4,mostly_true,train,train,train_pair_0513,taxation,economy;pundits;stimulus;taxes,jon stewart,"February 3, 2010",9,one third of the economic stimulus package was tax cuts,economy;stimulus;taxes,stimulus,economic;tax,high_confidence_and_subject
17659,Democrats introduce bill to 'euthanize seniors' to save Social Security.,0,misleading,0,pants_on_fire,train,train,train_pair_0034,social_welfare,social security;facebook fact-checks,bloggers,"May 10, 2020",10,democrats introduce bill to euthanize seniors to save social security,social security,social_security,,high_confidence_and_subject
3485,We have created more jobs in this last year than the Bush administration (did) in eight years.,1,genuine,4,mostly_true,train,train,train_pair_0197,labour_and_income,economy;jobs,joe biden,"April 19, 2011",17,we have created more jobs in this last year than the bush administration did in eight years,economy;jobs,,job,subject_and_supporting_text
3629,"The Paul Ryan budget proposal would ""privatize Medicare.",1,genuine,4,mostly_true,train,train,train_pair_0290,public_finance,federal budget;health care;medicare,the agenda project,"May 17, 2011",8,the paul ryan budget proposal would privatize medicare,federal budget,,budget,subject_and_supporting_text
13799,"Vermont had to ""scrap"" its single-payer health insurance program because it was ""going bankrupt.",0,misleading,1,false,train,train,train_pair_0013,business_and_markets,health care;government regulation;public health,sean duffy,"September 14, 2017",14,vermont had to scrap its single payer health insurance program because it was going bankrupt,,bankruptcy,,high_confidence_text
21293,"While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.",1,genuine,4,mostly_true,train,train,train_pair_0106,macroeconomy,national;gas prices,raphael warnock,"April 5, 2022",37,while the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers the subsequent decrease in crude oil prices has failed to meaningfully provide relief for georgia s families at the pump,gas prices,,gas_price,subject_and_supporting_text
15890,About 80 percent of (the manufacturing and agriculture) tax credit goes to claimants who are making $1 million or more.,1,genuine,5,true,train,train,train_pair_0718,taxation,economy;jobs;taxes,daniel riemer,"February 17, 2019",20,about 80 percent of the manufacturing and agriculture tax credit goes to claimants who are making 1 million or more,economy;jobs;taxes,,credit;tax,subject_and_supporting_text
2686,The economic impact of Atlanta's 2000 Super Bowl was $292 million.,0,misleading,1,false,train,train,train_pair_0073,macroeconomy,economy,atlanta sports council,"October 1, 2000",11,the economic impact of atlanta s 2000 super bowl was 292 million,economy,,economic,subject_and_supporting_text
16018,"The last time Illinois raised the minimum wage in 2006, the very next year this state lost 50,000 jobs. The prediction this time is, we'll lose 90,000 jobs.",0,misleading,1,false,train,train,train_pair_0269,labour_and_income,jobs,dale righter,"April 29, 2019",28,the last time illinois raised the minimum wage in 2006 the very next year this state lost 50 000 jobs the prediction this time is we ll lose 90 000 jobs,jobs,minimum_wage,job;wage,high_confidence_and_subject
3747,"An amendment inserted by lawmakers into the state budget ""exempts scientific researchers from all state animal cruelty laws.",1,genuine,4,mostly_true,train,train,train_pair_0406,public_finance,animals;state budget,wisconsin humane society,"June 13, 2011",18,an amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws,state budget,state_budget,budget,high_confidence_and_subject
